kernel-module-sha256-generic-6.13.1 kernel-module-sha256-generic-6.13.1 linux-stable 6.13.1 8
kernel-module-sha1-arm-6.13.1 kernel-module-sha1-arm-6.13.1 linux-stable 6.13.1 8
kernel-module-rpmsg-ctrl-6.13.1 kernel-module-rpmsg-ctrl-6.13.1 linux-stable 6.13.1 8
kernel-module-qt1070-6.13.1 kernel-module-qt1070-6.13.1 linux-stable 6.13.1 8
kernel-module-pwm-tiecap-6.13.1 kernel-module-pwm-tiecap-6.13.1 linux-stable 6.13.1 8
kernel-module-phy-dm816x-usb-6.13.1 kernel-module-phy-dm816x-usb-6.13.1 linux-stable 6.13.1 8
kernel-module-phy-am335x-control-6.13.1 kernel-module-phy-am335x-control-6.13.1 linux-stable 6.13.1 8
kernel-module-panel-lvds-6.13.1 kernel-module-panel-lvds-6.13.1 linux-stable 6.13.1 8
kernel-module-libaes-6.13.1 kernel-module-libaes-6.13.1 linux-stable 6.13.1 8
kernel-module-ipcomp6-6.13.1 kernel-module-ipcomp6-6.13.1 linux-stable 6.13.1 8
kernel-module-i2c-arb-gpio-challenge-6.13.1 kernel-module-i2c-arb-gpio-challenge-6.13.1 linux-stable 6.13.1 8
kernel-module-ff-memless-6.13.1 kernel-module-ff-memless-6.13.1 linux-stable 6.13.1 8
kernel-module-ctr-6.13.1 kernel-module-ctr-6.13.1 linux-stable 6.13.1 8
kernel-module-aes-arm-6.13.1 kernel-module-aes-arm-6.13.1 linux-stable 6.13.1 8
kernel-module-ti-tpd12s015-6.13.1 kernel-module-ti-tpd12s015-6.13.1 linux-stable 6.13.1 7
kernel-module-tag-brcm-6.13.1 kernel-module-tag-brcm-6.13.1 linux-stable 6.13.1 7
kernel-module-sha1-arm-ce-6.13.1 kernel-module-sha1-arm-ce-6.13.1 linux-stable 6.13.1 7
kernel-module-rpmsg-ns-6.13.1 kernel-module-rpmsg-ns-6.13.1 linux-stable 6.13.1 7
kernel-module-reset-ti-syscon-6.13.1 kernel-module-reset-ti-syscon-6.13.1 linux-stable 6.13.1 7
kernel-module-r8153-ecm-6.13.1 kernel-module-r8153-ecm-6.13.1 linux-stable 6.13.1 7
kernel-module-phy-am335x-6.13.1 kernel-module-phy-am335x-6.13.1 linux-stable 6.13.1 7
kernel-module-mdio-i2c-6.13.1 kernel-module-mdio-i2c-6.13.1 linux-stable 6.13.1 7
kernel-module-libsha256-6.13.1 kernel-module-libsha256-6.13.1 linux-stable 6.13.1 7
kernel-module-hmac-6.13.1 kernel-module-hmac-6.13.1 linux-stable 6.13.1 7
kernel-module-gpio-decoder-6.13.1 kernel-module-gpio-decoder-6.13.1 linux-stable 6.13.1 7
kernel-module-fsi-master-hub-6.13.1 kernel-module-fsi-master-hub-6.13.1 linux-stable 6.13.1 7
kernel-module-cmac-6.13.1 kernel-module-cmac-6.13.1 linux-stable 6.13.1 7
kernel-module-b53-serdes-6.13.1 kernel-module-b53-serdes-6.13.1 linux-stable 6.13.1 7
kernel-module-algif-rng-6.13.1 kernel-module-algif-rng-6.13.1 linux-stable 6.13.1 7
kernel-module-adxl34x-i2c-6.13.1 kernel-module-adxl34x-i2c-6.13.1 linux-stable 6.13.1 7
update-rc.d update-rc.d update-rc.d 0.8+git 6
kernel-module-tag-rzn1-a5psw-6.13.1 kernel-module-tag-rzn1-a5psw-6.13.1 linux-stable 6.13.1 6
kernel-module-seqiv-6.13.1 kernel-module-seqiv-6.13.1 linux-stable 6.13.1 6
kernel-module-regmap-spi-6.13.1 kernel-module-regmap-spi-6.13.1 linux-stable 6.13.1 6
kernel-module-qrtr-smd-6.13.1 kernel-module-qrtr-smd-6.13.1 linux-stable 6.13.1 6
kernel-module-nci-spi-6.13.1 kernel-module-nci-spi-6.13.1 linux-stable 6.13.1 6
kernel-module-industrialio-hw-consumer-6.13.1 kernel-module-industrialio-hw-consumer-6.13.1 linux-stable 6.13.1 6
kernel-module-industrialio-buffer-cb-6.13.1 kernel-module-industrialio-buffer-cb-6.13.1 linux-stable 6.13.1 6
kernel-module-ghash-generic-6.13.1 kernel-module-ghash-generic-6.13.1 linux-stable 6.13.1 6
kernel-module-echainiv-6.13.1 kernel-module-echainiv-6.13.1 linux-stable 6.13.1 6
kernel-module-des-generic-6.13.1 kernel-module-des-generic-6.13.1 linux-stable 6.13.1 6
kernel-module-cpufreq-userspace-6.13.1 kernel-module-cpufreq-userspace-6.13.1 linux-stable 6.13.1 6
kernel-module-cbc-6.13.1 kernel-module-cbc-6.13.1 linux-stable 6.13.1 6
kernel-module-adxl34x-spi-6.13.1 kernel-module-adxl34x-spi-6.13.1 linux-stable 6.13.1 6
update-alternatives-opkg update-alternatives-opkg opkg-utils 0.6.3 5
rauc-conf rauc-conf rauc-conf 1.0 5
kernel-module-tag-none-6.13.1 kernel-module-tag-none-6.13.1 linux-stable 6.13.1 5
kernel-module-st-sensors-spi-6.13.1 kernel-module-st-sensors-spi-6.13.1 linux-stable 6.13.1 5
kernel-module-geniv-6.13.1 kernel-module-geniv-6.13.1 linux-stable 6.13.1 5
kernel-module-brcmfmac-wcc-6.13.1 kernel-module-brcmfmac-wcc-6.13.1 linux-stable 6.13.1 5
kernel-module-brcmfmac-cyw-6.13.1 kernel-module-brcmfmac-cyw-6.13.1 linux-stable 6.13.1 5
kernel-module-brcmfmac-bca-6.13.1 kernel-module-brcmfmac-bca-6.13.1 linux-stable 6.13.1 5
hello hello hello 1.0 5
rauc-service rauc-service rauc 1.13 4
kernel-module-st-sensors-i2c-6.13.1 kernel-module-st-sensors-i2c-6.13.1 linux-stable 6.13.1 4
kernel-module-crc-itu-t-6.13.1 kernel-module-crc-itu-t-6.13.1 linux-stable 6.13.1 4
kernel-module-crc-ccitt-6.13.1 kernel-module-crc-ccitt-6.13.1 linux-stable 6.13.1 4
kernel-module-cpufreq-powersave-6.13.1 kernel-module-cpufreq-powersave-6.13.1 linux-stable 6.13.1 4
base-files base-files base-files 3.0.14 4
kernel-module-libarc4-6.13.1 kernel-module-libarc4-6.13.1 linux-stable 6.13.1 3
kernel-module-crc4-6.13.1 kernel-module-crc4-6.13.1 linux-stable 6.13.1 3
init-ifupdown init-ifupdown init-ifupdown 1.0 3
busybox-udhcpc busybox-udhcpc busybox 1.36.1 3
busybox-syslog busybox-syslog busybox 1.36.1 3
sysvinit-inittab sysvinit-inittab sysvinit-inittab 2.88dsf 2
shadow-securetty shadow-securetty shadow-securetty 4.6 2
initscripts-functions initscripts-functions initscripts 1.0 2
busybox-hwclock busybox-hwclock busybox 1.36.1 2
openssl openssl openssl 3.2.3 1
modutils-initscripts modutils-initscripts modutils-initscripts 1.0 1
rauc-mark-good rauc-mark-good rauc 1.13 0
python3-pkgutil python3-pkgutil python3 3.12.6 0
python3-modules python3-modules python3 3.12.6 0
packagegroup-core-boot packagegroup-core-boot packagegroup-core-boot 1.0 0
opkg-arch-config opkg-arch-config opkg-arch-config 1.0 0
openssh openssh openssh 9.6p1 0
kernel-modules kernel-modules linux-stable 6.13.1 0
kernel-image-6.13.1 kernel-image linux-stable 6.13.1 0
base-passwd base-passwd base-passwd 3.6.3 0
